id,RFM_Overall,Segment
53589,554,Champions
5359,433,Potential Loyalist
53590,121,Lost customers
53593,434,Need Attention
53595,215,Cannot Lose Them
53596,512,New Customers
53598,355,Loyal
536,155,Cannot Lose Them
5360,144,Cannot Lose Them
53600,335,Loyal
53601,334,Need Attention
53603,443,Need Attention
53604,323,Potential Loyalist
53605,534,Need Attention
53608,123,Hibernating customers
53609,143,At Risk
5361,444,Loyal
53610,243,At Risk
53611,334,Need Attention
53614,133,At Risk
53615,555,Champions
53616,213,About To Sleep
53617,342,Potential Loyalist
53618,523,Promising
53619,355,Loyal
5362,331,About To Sleep
53620,314,Promising
53621,455,Champions
53622,534,Need Attention
53623,532,Potential Loyalist
53627,344,Loyal
53629,325,Need Attention
53630,444,Loyal
53631,531,Potential Loyalist
53632,443,Need Attention
53634,324,Need Attention
53638,355,Loyal
53639,315,Promising
5364,515,Promising
53640,545,Champions
53641,241,Hibernating customers
53641,241,About To Sleep
53643,313,Promising
53645,454,Champions
53648,133,At Risk
53649,512,New Customers
5365,532,Potential Loyalist
53652,355,Loyal
53653,131,Lost customers
53654,455,Champions
53655,221,About To Sleep
53662,214,Cannot Lose Them
53663,525,Promising
53664,555,Champions
53668,245,At Risk
53669,133,At Risk
53671,421,New Customers
53672,443,Need Attention
53673,244,At Risk
53674,243,At Risk
53675,413,Promising
53676,522,Promising
53678,331,About To Sleep
53679,234,At Risk
53680,111,Lost customers
53681,332,Hibernating customers
53684,232,Hibernating customers
53686,231,About To Sleep
53686,231,Hibernating customers
53687,223,Hibernating customers
53688,114,Cannot Lose Them
53689,545,Champions
5369,522,Promising
53690,114,Cannot Lose Them
53691,344,Loyal
53694,423,Potential Loyalist
53696,335,Loyal
53697,333,Potential Loyalist
53698,421,New Customers
53699,354,Loyal
537,322,Hibernating customers
5370,521,Promising
53701,455,Champions
53703,521,Promising
53705,211,Hibernating customers
53706,424,Promising
53708,132,Hibernating customers
53709,233,Hibernating customers
53711,322,Hibernating customers
53712,454,Champions
53713,421,New Customers
53714,515,Promising
53715,355,Loyal
53716,334,Need Attention
53718,133,At Risk
5372,354,Loyal
53720,451,Potential Loyalist
53721,331,About To Sleep
53722,255,At Risk
53723,324,Need Attention
53726,211,Hibernating customers
53727,455,Champions
53728,135,At Risk
53729,423,Potential Loyalist
53731,523,Promising
53732,343,Need Attention
53733,124,At Risk
53734,354,Loyal
53735,111,Lost customers
53736,513,Promising
53737,123,Hibernating customers
53739,531,Potential Loyalist
5374,421,New Customers
53740,254,At Risk
53741,453,Potential Loyalist
53742,531,Potential Loyalist
53743,245,At Risk
53744,142,At Risk
53745,244,At Risk
53746,554,Champions
53747,244,At Risk
53748,245,At Risk
53749,111,Lost customers
5375,442,Potential Loyalist
53750,523,Promising
53751,124,At Risk
53754,221,About To Sleep
53755,214,Cannot Lose Them
53756,555,Champions
53758,133,At Risk
53759,511,New Customers
5376,511,New Customers
53760,141,Lost customers
53762,555,Champions
53764,454,Champions
53765,512,New Customers
53766,433,Potential Loyalist
53767,132,Hibernating customers
53768,522,Promising
53769,355,Loyal
5377,555,Champions
53770,244,At Risk
53771,132,Hibernating customers
53773,424,Promising
53775,211,Hibernating customers
53776,413,Promising
53777,131,Lost customers
53778,332,Hibernating customers
53779,155,Cannot Lose Them
5378,124,At Risk
53780,343,Need Attention
53781,311,New Customers
53782,243,At Risk
53783,122,Hibernating customers
53784,411,New Customers
53785,431,Potential Loyalist
53786,123,Hibernating customers
53787,141,Lost customers
53788,531,Potential Loyalist
53789,245,At Risk
5379,221,About To Sleep
53790,354,Loyal
53796,314,Promising
53798,322,Hibernating customers
53799,242,At Risk
538,542,Potential Loyalist
5380,542,Potential Loyalist
53800,333,Potential Loyalist
53801,121,Lost customers
53804,125,At Risk
53805,211,Hibernating customers
53806,433,Potential Loyalist
53807,132,Hibernating customers
53808,321,About To Sleep
53809,323,Potential Loyalist
5381,321,About To Sleep
53811,422,New Customers
53815,334,Need Attention
53816,143,At Risk
53817,114,Cannot Lose Them
53819,434,Need Attention
5382,431,Potential Loyalist
53821,423,Potential Loyalist
53823,322,Hibernating customers
53824,421,New Customers
53826,324,Need Attention
53827,453,Potential Loyalist
53828,422,New Customers
53829,344,Loyal
53830,414,Promising
53832,325,Need Attention
53833,125,At Risk
53835,355,Loyal
53836,233,Hibernating customers
53839,322,Hibernating customers
5384,211,Hibernating customers
53840,143,At Risk
53842,355,Loyal
53843,344,Loyal
53844,431,Potential Loyalist
53847,512,New Customers
53849,131,Lost customers
5385,121,Lost customers
53850,153,At Risk
53851,354,Loyal
53852,423,Potential Loyalist
53853,355,Loyal
53854,345,Loyal
53855,511,New Customers
53856,422,New Customers
53858,242,At Risk
53859,112,Lost customers
53860,114,Cannot Lose Them
53861,144,Cannot Lose Them
53863,512,New Customers
53865,244,At Risk
53866,254,At Risk
53867,333,Potential Loyalist
53868,341,Potential Loyalist
53869,222,Hibernating customers
53870,421,New Customers
53871,532,Potential Loyalist
53873,421,New Customers
53874,113,Cannot Lose Them
53876,421,New Customers
53878,353,Potential Loyalist
53879,435,Loyal
53880,455,Champions
53881,343,Need Attention
53882,432,Potential Loyalist
53883,331,About To Sleep
53884,431,Potential Loyalist
53885,255,At Risk
53886,212,Hibernating customers
53887,425,Promising
53888,533,Potential Loyalist
53889,454,Champions
5389,332,Hibernating customers
53890,111,Lost customers
53891,411,New Customers
53892,232,Hibernating customers
53893,421,New Customers
53894,532,Potential Loyalist
53896,421,New Customers
53897,433,Potential Loyalist
53898,233,Hibernating customers
53899,353,Potential Loyalist
539,111,Lost customers
5390,555,Champions
53900,552,Potential Loyalist
53901,241,About To Sleep
53901,241,Hibernating customers
53902,115,Cannot Lose Them
53904,432,Potential Loyalist
53905,342,Potential Loyalist
53908,455,Champions
53909,342,Potential Loyalist
53910,531,Potential Loyalist
53911,542,Potential Loyalist
53912,311,New Customers
53914,555,Champions
53915,254,At Risk
53919,154,Cannot Lose Them
5392,242,At Risk
53920,123,Hibernating customers
53921,433,Potential Loyalist
53922,143,At Risk
53923,124,At Risk
53924,243,At Risk
53926,353,Potential Loyalist
53927,432,Potential Loyalist
53928,341,Potential Loyalist
5393,222,Hibernating customers
53930,331,About To Sleep
53931,232,Hibernating customers
53932,353,Potential Loyalist
53934,223,Hibernating customers
53935,355,Loyal
53936,455,Champions
53937,355,Loyal
53938,444,Loyal
53939,122,Hibernating customers
5394,254,At Risk
53940,512,New Customers
53941,424,Promising
53942,354,Loyal
53943,444,Loyal
53944,332,Hibernating customers
53945,122,Hibernating customers
53946,332,Hibernating customers
53947,333,Potential Loyalist
53948,411,New Customers
53949,243,At Risk
5395,332,Hibernating customers
53952,134,At Risk
53953,355,Loyal
53954,241,About To Sleep
53954,241,Hibernating customers
53955,353,Potential Loyalist
53958,243,At Risk
53959,533,Potential Loyalist
5396,421,New Customers
53960,215,Cannot Lose Them
53961,141,Lost customers
53962,455,Champions
53963,531,Potential Loyalist
53964,455,Champions
53965,555,Champions
53966,121,Lost customers
53967,144,Cannot Lose Them
53968,311,New Customers
53969,221,About To Sleep
5397,412,New Customers
53971,111,Lost customers
53972,214,Cannot Lose Them
53973,333,Potential Loyalist
53974,353,Potential Loyalist
53976,514,Promising
53977,332,Hibernating customers
53978,422,New Customers
53979,335,Loyal
5398,532,Potential Loyalist
53980,512,New Customers
53981,434,Need Attention
53982,325,Need Attention
53984,434,Need Attention
53986,513,Promising
53987,113,Cannot Lose Them
5399,552,Potential Loyalist
53990,243,At Risk
53991,213,About To Sleep
53994,542,Potential Loyalist
53995,255,At Risk
53997,244,At Risk
53998,355,Loyal
53999,432,Potential Loyalist
54,123,Hibernating customers
540,122,Hibernating customers
54000,225,At Risk
54001,533,Potential Loyalist
54003,443,Need Attention
54004,555,Champions
54005,512,New Customers
54006,454,Champions
54007,312,About To Sleep
54008,515,Promising
5401,154,Cannot Lose Them
54011,453,Potential Loyalist
54012,121,Lost customers
54013,454,Champions
54014,455,Champions
54017,341,Potential Loyalist
54018,355,Loyal
54019,154,Cannot Lose Them
5402,512,New Customers
54021,112,Lost customers
54026,132,Hibernating customers
54027,242,At Risk
54028,531,Potential Loyalist
54029,233,Hibernating customers
54031,254,At Risk
54032,224,At Risk
54033,432,Potential Loyalist
54034,331,About To Sleep
54035,545,Champions
54036,331,About To Sleep
54038,415,Promising
54039,455,Champions
5404,514,Promising
54040,343,Need Attention
54041,455,Champions
54042,345,Loyal
54044,254,At Risk
54046,121,Lost customers
54047,531,Potential Loyalist
54048,344,Loyal
54049,445,Champions
54050,133,At Risk
54052,233,Hibernating customers
54053,455,Champions
54054,144,Cannot Lose Them
54055,255,At Risk
54056,354,Loyal
54057,331,About To Sleep
54059,243,At Risk
5406,215,Cannot Lose Them
54061,355,Loyal
54062,321,About To Sleep
54063,132,Hibernating customers
54066,432,Potential Loyalist
54068,244,At Risk
54069,122,Hibernating customers
5407,245,At Risk
54071,211,Hibernating customers
54072,553,Potential Loyalist
54075,523,Promising
54078,131,Lost customers
54079,135,At Risk
5408,231,About To Sleep
5408,231,Hibernating customers
54080,421,New Customers
54081,515,Promising
54082,234,At Risk
54084,344,Loyal
54085,332,Hibernating customers
54087,155,Cannot Lose Them
54089,223,Hibernating customers
5409,245,At Risk
54090,133,At Risk
54091,455,Champions
54092,215,Cannot Lose Them
54093,243,At Risk
54094,222,Hibernating customers
54095,353,Potential Loyalist
54098,454,Champions
54099,435,Loyal
5410,345,Loyal
54100,244,At Risk
54102,331,About To Sleep
54104,455,Champions
54106,433,Potential Loyalist
54107,213,About To Sleep
54108,142,At Risk
5411,341,Potential Loyalist
54110,223,Hibernating customers
54111,513,Promising
54112,243,At Risk
54113,554,Champions
54114,215,Cannot Lose Them
54115,331,About To Sleep
54116,311,New Customers
54118,241,Hibernating customers
54118,241,About To Sleep
54119,533,Potential Loyalist
54120,143,At Risk
54122,321,About To Sleep
54123,331,About To Sleep
54124,321,About To Sleep
54125,453,Potential Loyalist
54126,411,New Customers
54128,513,Promising
5413,234,At Risk
54130,344,Loyal
54131,223,Hibernating customers
54133,455,Champions
54134,533,Potential Loyalist
54135,244,At Risk
54137,512,New Customers
54138,244,At Risk
54139,545,Champions
54141,412,New Customers
54142,354,Loyal
54143,332,Hibernating customers
54146,323,Potential Loyalist
54147,112,Lost customers
54148,355,Loyal
54149,354,Loyal
54150,134,At Risk
54151,342,Potential Loyalist
54153,322,Hibernating customers
54154,133,At Risk
54155,133,At Risk
54156,453,Potential Loyalist
54157,544,Champions
54158,122,Hibernating customers
54159,555,Champions
5416,355,Loyal
54160,455,Champions
54161,222,Hibernating customers
54162,241,About To Sleep
54162,241,Hibernating customers
54166,242,At Risk
54167,112,Lost customers
5417,513,Promising
54170,345,Loyal
54171,411,New Customers
54172,142,At Risk
54173,144,Cannot Lose Them
54175,111,Lost customers
54177,445,Champions
54178,514,Promising
5418,354,Loyal
54182,223,Hibernating customers
54183,222,Hibernating customers
54185,555,Champions
54187,355,Loyal
54188,511,New Customers
54189,321,About To Sleep
5419,254,At Risk
54190,123,Hibernating customers
54191,512,New Customers
54194,124,At Risk
54195,253,At Risk
54196,432,Potential Loyalist
54197,132,Hibernating customers
54199,432,Potential Loyalist
5420,145,At Risk
54200,114,Cannot Lose Them
54203,445,Champions
54204,253,At Risk
54205,114,Cannot Lose Them
54206,212,Hibernating customers
54208,143,At Risk
54209,122,Hibernating customers
54211,131,Lost customers
54212,445,Champions
54215,544,Champions
54216,423,Potential Loyalist
54217,233,Hibernating customers
54218,553,Potential Loyalist
54219,113,Cannot Lose Them
54220,322,Hibernating customers
54221,111,Lost customers
54222,242,At Risk
54224,523,Promising
54226,413,Promising
54228,153,At Risk
5423,425,Promising
54231,513,Promising
54232,525,Promising
54234,324,Need Attention
54235,155,Cannot Lose Them
54236,441,Potential Loyalist
54239,333,Potential Loyalist
5424,121,Lost customers
54241,532,Potential Loyalist
54242,122,Hibernating customers
54244,333,Potential Loyalist
54245,132,Hibernating customers
54246,121,Lost customers
54247,321,About To Sleep
54248,224,At Risk
54249,135,At Risk
5425,543,Loyal
54250,531,Potential Loyalist
54253,143,At Risk
54255,242,At Risk
54256,431,Potential Loyalist
54257,443,Need Attention
54258,552,Potential Loyalist
54259,514,Promising
5426,422,New Customers
54260,454,Champions
54261,542,Potential Loyalist
54262,123,Hibernating customers
54263,155,Cannot Lose Them
54264,455,Champions
54265,455,Champions
54267,243,At Risk
54268,313,Promising
54269,222,Hibernating customers
5427,544,Champions
54270,232,Hibernating customers
54273,131,Lost customers
54276,132,Hibernating customers
54277,234,At Risk
54278,213,About To Sleep
54279,342,Potential Loyalist
5428,312,About To Sleep
54280,223,Hibernating customers
54282,214,Cannot Lose Them
54285,223,Hibernating customers
54286,431,Potential Loyalist
54287,424,Promising
54288,514,Promising
5429,421,New Customers
54291,521,Promising
54293,245,At Risk
54294,412,New Customers
54295,312,About To Sleep
54296,111,Lost customers
54298,334,Need Attention
54299,243,At Risk
543,112,Lost customers
5430,222,Hibernating customers
54300,212,Hibernating customers
54303,333,Potential Loyalist
54304,221,About To Sleep
54305,243,At Risk
54306,113,Cannot Lose Them
54308,331,About To Sleep
54309,214,Cannot Lose Them
5431,411,New Customers
54310,554,Champions
54311,422,New Customers
